SCORE_ID,CALL_ID,AGENT_ID,GREETING,ACTIVE_LISTENING,OBJECTION_HANDLING,PRODUCT_KNOWLEDGE,CLOSING,PROFESSIONALISM,OVERALL_SCORE,SCORED_BY,NOTES,CREATED_AT
SCR013246,CALL013246,AGT022,45,58,64,63,63,59,58,AI,,2024-01-23 15:03:10
SCR013247,CALL013247,AGT017,66,49,65,65,84,64,65,supervisor,,2024-01-01 08:54:32
SCR013248,CALL013248,AGT026,79,98,73,66,86,70,78,AI,,2024-01-01 18:58:51
SCR013249,CALL013249,AGT012,29,70,57,36,58,20,45,supervisor,,2024-01-10 16:10:43
SCR013250,CALL013250,AGT022,82,84,45,83,56,60,68,AI,,2024-01-07 14:30:46
SCR013251,CALL013251,AGT028,52,73,56,61,77,76,65,supervisor,,2024-01-22 17:29:49
SCR013252,CALL013252,AGT023,96,74,86,85,92,82,85,supervisor,,2024-01-17 13:23:35
SCR013253,CALL013253,AGT025,54,71,86,88,72,90,76,AI,,2024-01-03 13:34:33
SCR013254,CALL013254,AGT027,27,60,29,41,69,38,44,AI,,2024-01-17 15:26:48
SCR013255,CALL013255,AGT013,52,27,64,73,36,21,45,supervisor,,2024-01-23 14:42:44
SCR013256,CALL013256,AGT003,86,53,75,87,48,90,73,AI,,2024-01-21 09:55:05
SCR013257,CALL013257,AGT009,70,88,75,55,54,45,64,AI,,2024-01-05 14:50:54
SCR013258,CALL013258,AGT020,58,86,74,66,68,74,71,AI,,2024-01-10 17:45:15
SCR013259,CALL013259,AGT016,77,59,75,74,52,85,70,AI,,2024-01-01 11:07:33
SCR013260,CALL013260,AGT005,68,52,28,49,23,36,42,supervisor,,2024-01-08 08:13:01
SCR013261,CALL013261,AGT020,86,69,90,50,74,50,69,AI,,2024-01-13 15:18:48
SCR013262,CALL013262,AGT019,57,47,53,56,50,81,57,supervisor,,2024-01-12 10:49:22
SCR013263,CALL013263,AGT009,68,59,80,51,60,55,62,supervisor,,2024-01-20 12:58:29
SCR013264,CALL013264,AGT030,89,81,73,63,89,62,76,supervisor,,2024-01-21 14:31:55
SCR013265,CALL013265,AGT025,84,80,88,55,76,68,75,AI,,2024-01-15 14:43:36
SCR013266,CALL013266,AGT008,59,88,56,60,53,59,62,AI,,2024-01-18 15:05:47
SCR013267,CALL013267,AGT023,69,96,93,88,68,87,83,supervisor,,2024-01-08 13:06:15
SCR013268,CALL013268,AGT026,78,71,73,71,92,85,78,supervisor,,2024-01-02 16:36:49
SCR013269,CALL013269,AGT007,69,76,79,62,45,76,67,AI,,2024-01-11 10:07:21
SCR013270,CALL013270,AGT016,57,82,67,79,70,56,68,supervisor,,2024-01-14 15:49:34
SCR013271,CALL013271,AGT009,51,51,85,75,80,77,69,supervisor,,2024-01-22 08:55:23
SCR013272,CALL013272,AGT023,100,97,65,95,89,81,87,AI,,2024-01-09 16:32:09
SCR013273,CALL013273,AGT018,66,67,69,78,90,84,75,supervisor,,2024-01-07 13:29:44
SCR013274,CALL013274,AGT005,52,60,25,42,39,44,43,AI,,2024-01-25 11:14:11
SCR013275,CALL013275,AGT018,72,95,66,85,86,99,83,supervisor,,2024-01-09 12:47:45
SCR013276,CALL013276,AGT016,79,89,53,90,67,46,70,AI,,2024-01-14 17:45:07
SCR013277,CALL013277,AGT028,50,58,66,74,80,74,67,AI,,2024-01-24 16:29:26
SCR013278,CALL013278,AGT002,47,45,21,28,53,52,41,AI,,2024-01-11 09:06:48
SCR013279,CALL013279,AGT019,61,79,89,45,85,74,72,supervisor,,2024-01-23 10:48:21
SCR013280,CALL013280,AGT004,72,90,73,78,97,83,82,AI,,2024-01-18 13:35:45
SCR013281,CALL013281,AGT012,51,55,62,30,26,63,47,supervisor,,2024-01-06 09:38:19
SCR013282,CALL013282,AGT008,61,68,90,84,59,78,73,supervisor,,2024-01-13 15:06:44
SCR013283,CALL013283,AGT030,50,68,52,73,66,51,60,supervisor,,2024-01-13 17:33:20
SCR013284,CALL013284,AGT014,90,49,68,65,51,56,63,AI,,2024-01-03 10:07:58
SCR013285,CALL013285,AGT020,59,77,74,58,60,89,69,AI,,2024-01-02 10:58:44
SCR013286,CALL013286,AGT021,70,96,71,88,87,66,79,supervisor,,2024-01-28 10:15:50
SCR013287,CALL013287,AGT015,74,76,97,100,74,91,85,AI,,2024-01-19 11:06:31
SCR013288,CALL013288,AGT015,73,100,66,86,69,78,78,AI,,2024-01-24 14:28:04
SCR013289,CALL013289,AGT008,59,88,75,58,60,72,68,AI,,2024-01-29 10:06:23
SCR013290,CALL013290,AGT024,54,49,60,51,53,55,53,AI,,2024-01-15 11:22:42
SCR013291,CALL013291,AGT007,75,59,84,59,50,64,65,supervisor,,2024-01-30 09:07:58
SCR013292,CALL013292,AGT024,49,56,88,84,65,83,70,supervisor,,2024-01-21 14:29:01
SCR013293,CALL013293,AGT017,46,65,57,84,89,66,67,AI,,2024-01-17 10:54:34
SCR013294,CALL013294,AGT011,57,51,88,66,87,45,65,supervisor,,2024-01-11 09:30:54
SCR013295,CALL013295,AGT015,68,84,68,83,93,82,79,AI,,2024-01-30 11:15:00
SCR013296,CALL013296,AGT030,61,66,84,74,77,81,73,supervisor,,2024-01-09 17:36:23
SCR013297,CALL013297,AGT011,90,60,84,85,82,49,75,supervisor,,2024-01-13 11:10:40
SCR013298,CALL013298,AGT013,32,58,52,46,32,63,47,AI,,2024-01-11 18:39:06
SCR013299,CALL013299,AGT024,61,52,61,67,72,51,60,supervisor,,2024-01-26 15:33:52
SCR013300,CALL013300,AGT029,60,77,53,72,64,59,64,supervisor,,2024-01-29 11:18:36
SCR013301,CALL013301,AGT024,46,69,76,74,53,55,62,supervisor,,2024-01-08 10:22:24
SCR013302,CALL013302,AGT016,62,90,84,79,88,83,81,supervisor,,2024-01-08 10:47:42
SCR013303,CALL013303,AGT015,80,71,77,97,81,82,81,AI,,2024-01-12 10:06:55
SCR013304,CALL013304,AGT010,88,72,79,82,67,75,77,AI,,2024-01-06 11:26:36
SCR013305,CALL013305,AGT020,60,81,57,45,61,56,60,supervisor,,2024-01-09 09:46:01
SCR013306,CALL013306,AGT011,55,55,76,64,89,45,64,AI,,2024-01-12 16:31:56
SCR013307,CALL013307,AGT015,72,76,66,71,79,80,74,supervisor,,2024-01-24 15:30:34
SCR013308,CALL013308,AGT020,72,57,81,84,73,71,73,supervisor,,2024-01-11 16:48:57
SCR013309,CALL013309,AGT030,72,73,59,85,51,73,68,AI,,2024-01-27 11:47:15
SCR013310,CALL013310,AGT020,65,68,56,49,63,46,57,supervisor,,2024-01-14 17:41:01
SCR013311,CALL013311,AGT029,59,46,71,50,81,51,59,AI,,2024-01-09 10:11:46
SCR013312,CALL013312,AGT024,63,49,84,79,90,47,68,supervisor,,2024-01-25 11:22:23
SCR013313,CALL013313,AGT007,54,74,51,76,77,86,69,AI,,2024-01-21 09:15:35
SCR013314,CALL013314,AGT010,88,84,71,91,91,68,82,AI,,2024-01-08 11:34:34
SCR013315,CALL013315,AGT008,57,85,57,70,90,50,68,AI,,2024-01-15 08:33:33
SCR013316,CALL013316,AGT022,69,88,51,83,54,54,66,AI,,2024-01-03 09:44:42
SCR013317,CALL013317,AGT009,84,53,49,72,61,55,62,supervisor,,2024-01-22 10:03:42
SCR013318,CALL013318,AGT006,27,25,28,66,27,32,34,supervisor,,2024-01-27 14:56:15
SCR013319,CALL013319,AGT011,50,90,62,45,78,53,63,AI,,2024-01-21 13:22:58
SCR013320,CALL013320,AGT005,54,37,38,52,32,68,46,supervisor,,2024-01-14 14:52:05
SCR013321,CALL013321,AGT022,61,60,68,66,85,51,65,supervisor,,2024-01-01 13:57:40
SCR013322,CALL013322,AGT005,30,55,39,32,66,43,44,AI,,2024-01-22 09:42:14
SCR013323,CALL013323,AGT005,40,30,28,25,53,67,40,supervisor,,2024-01-09 10:32:12
SCR013324,CALL013324,AGT024,77,80,80,85,76,49,74,supervisor,,2024-01-01 09:56:03
SCR013325,CALL013325,AGT030,74,85,78,49,81,65,72,AI,,2024-01-06 15:23:29
SCR013326,CALL013326,AGT026,86,65,65,82,74,89,76,AI,,2024-01-14 10:22:50
SCR013327,CALL013327,AGT024,86,80,66,46,81,66,70,AI,,2024-01-16 11:54:00
SCR013328,CALL013328,AGT017,78,72,79,45,46,54,62,supervisor,,2024-01-19 09:28:51
SCR013329,CALL013329,AGT009,52,48,50,84,63,61,59,supervisor,,2024-01-27 11:48:12
SCR013330,CALL013330,AGT014,81,79,53,85,78,78,75,AI,,2024-01-10 18:11:47
SCR013331,CALL013331,AGT014,64,71,47,64,82,63,65,supervisor,,2024-01-30 09:09:13
SCR013332,CALL013332,AGT003,57,57,76,67,47,46,58,AI,,2024-01-30 16:55:32
SCR013333,CALL013333,AGT021,76,99,95,70,99,82,86,supervisor,,2024-01-25 11:26:03
SCR013334,CALL013334,AGT021,65,75,72,91,89,74,77,AI,,2024-01-21 15:20:50
SCR013335,CALL013335,AGT024,85,71,59,73,81,84,75,supervisor,,2024-01-03 11:30:01
SCR013336,CALL013336,AGT023,72,90,96,93,99,65,85,AI,,2024-01-19 09:13:31
SCR013337,CALL013337,AGT006,29,39,64,71,38,38,46,supervisor,,2024-01-11 19:56:50
SCR013338,CALL013338,AGT029,72,51,53,80,68,59,63,AI,,2024-01-21 10:19:44
SCR013339,CALL013339,AGT029,70,68,68,64,65,65,66,AI,,2024-01-22 10:17:57
SCR013340,CALL013340,AGT003,71,74,72,89,80,62,74,AI,,2024-01-03 18:34:04
SCR013341,CALL013341,AGT024,72,62,63,77,81,74,71,supervisor,,2024-01-25 09:17:50
SCR013342,CALL013342,AGT011,73,83,89,59,86,49,73,supervisor,,2024-01-09 14:52:56
SCR013343,CALL013343,AGT024,82,68,46,74,45,65,63,AI,,2024-01-08 09:32:14
SCR013344,CALL013344,AGT016,81,66,52,58,85,89,71,supervisor,,2024-01-21 14:54:20
SCR013345,CALL013345,AGT008,66,56,52,46,59,53,55,supervisor,,2024-01-02 14:58:11
SCR013346,CALL013346,AGT016,47,76,90,46,65,71,65,supervisor,,2024-01-11 12:00:20
SCR013347,CALL013347,AGT010,69,84,87,83,91,65,79,AI,,2024-01-19 09:28:06
SCR013348,CALL013348,AGT027,32,20,34,62,70,48,44,supervisor,,2024-01-02 11:43:05
SCR013349,CALL013349,AGT014,63,54,53,75,69,66,63,AI,,2024-01-29 16:06:45
SCR013350,CALL013350,AGT013,52,30,57,53,75,40,51,AI,,2024-01-23 11:49:42
SCR013351,CALL013351,AGT024,69,82,80,68,53,69,70,AI,,2024-01-14 16:34:29
SCR013352,CALL013352,AGT008,45,71,74,52,52,87,63,AI,,2024-01-01 16:24:40
SCR013353,CALL013353,AGT027,72,45,22,39,55,30,43,AI,,2024-01-13 09:28:23
SCR013354,CALL013354,AGT021,87,85,69,71,65,86,77,AI,,2024-01-06 15:30:13
SCR013355,CALL013355,AGT023,82,99,66,67,69,90,78,supervisor,,2024-01-07 16:22:26
SCR013356,CALL013356,AGT027,46,26,58,73,51,41,49,supervisor,,2024-01-25 15:41:50
SCR013357,CALL013357,AGT014,72,62,52,82,58,67,65,AI,,2024-01-08 17:06:51
SCR013358,CALL013358,AGT017,65,60,47,79,84,45,63,AI,,2024-01-02 17:20:12
SCR013359,CALL013359,AGT002,43,65,31,21,40,55,42,supervisor,,2024-01-04 11:49:46
SCR013360,CALL013360,AGT005,50,60,20,36,48,48,43,supervisor,,2024-01-02 09:24:01
SCR013361,CALL013361,AGT008,68,85,83,71,61,64,72,supervisor,,2024-01-06 09:26:01
SCR013362,CALL013362,AGT001,81,75,92,78,82,70,79,AI,,2024-01-15 09:52:58
SCR013363,CALL013363,AGT017,68,77,72,73,70,64,70,supervisor,,2024-01-13 09:12:47
SCR013364,CALL013364,AGT021,90,76,98,67,77,90,83,supervisor,,2024-01-04 09:56:21
SCR013365,CALL013365,AGT016,79,60,59,89,88,84,76,supervisor,,2024-01-06 12:30:55
SCR013366,CALL013366,AGT009,66,75,75,48,79,53,66,supervisor,,2024-01-06 16:19:14
SCR013367,CALL013367,AGT012,42,23,62,37,74,61,49,supervisor,,2024-01-06 13:59:11
SCR013368,CALL013368,AGT004,75,98,88,93,75,92,86,AI,,2024-01-04 10:28:58
SCR013369,CALL013369,AGT011,47,62,55,81,83,62,65,AI,,2024-01-25 17:03:09
SCR013370,CALL013370,AGT008,77,83,77,63,56,64,70,AI,,2024-01-29 11:17:11
SCR013371,CALL013371,AGT012,58,20,58,30,28,72,44,AI,,2024-01-27 17:19:11
SCR013372,CALL013372,AGT009,79,52,75,60,76,76,69,AI,,2024-01-28 11:33:32
SCR013373,CALL013373,AGT001,75,79,75,80,84,96,81,AI,,2024-01-30 08:08:45
SCR013374,CALL013374,AGT011,84,45,51,75,47,73,62,AI,,2024-01-16 11:06:15
SCR013375,CALL013375,AGT012,65,57,59,38,48,57,54,AI,,2024-01-06 15:23:55
SCR013376,CALL013376,AGT014,87,67,53,85,59,50,66,AI,,2024-01-05 16:17:49
SCR013377,CALL013377,AGT015,88,81,89,67,84,67,79,AI,,2024-01-29 12:29:39
SCR013378,CALL013378,AGT030,63,61,70,56,63,47,60,supervisor,,2024-01-18 12:38:01
SCR013379,CALL013379,AGT020,48,63,77,71,85,87,71,supervisor,,2024-01-21 10:20:31
SCR013380,CALL013380,AGT007,83,54,58,80,89,87,75,supervisor,,2024-01-03 17:02:58
SCR013381,CALL013381,AGT026,93,80,93,75,93,79,85,AI,,2024-01-26 19:38:32
SCR013382,CALL013382,AGT023,76,83,79,99,97,86,86,AI,,2024-01-27 19:43:24
SCR013383,CALL013383,AGT029,86,84,85,63,90,48,76,AI,,2024-01-13 15:01:16
SCR013384,CALL013384,AGT018,96,66,99,66,97,70,82,supervisor,,2024-01-28 15:41:29
SCR013385,CALL013385,AGT028,56,85,73,66,48,56,64,AI,,2024-01-07 11:00:14
SCR013386,CALL013386,AGT021,79,90,80,97,99,83,88,supervisor,,2024-01-03 10:25:33
SCR013387,CALL013387,AGT005,35,31,75,43,67,58,51,supervisor,,2024-01-10 08:38:19
SCR013388,CALL013388,AGT023,97,66,81,83,69,100,82,supervisor,,2024-01-12 16:41:25
SCR013389,CALL013389,AGT016,70,89,62,68,87,73,74,AI,,2024-01-15 11:20:09
SCR013390,CALL013390,AGT028,63,90,68,60,89,80,75,AI,,2024-01-15 09:34:10
SCR013391,CALL013391,AGT030,56,77,86,68,53,90,71,AI,,2024-01-26 15:43:42
SCR013392,CALL013392,AGT024,60,49,60,82,72,69,65,AI,,2024-01-08 12:07:35
SCR013393,CALL013393,AGT021,71,82,67,71,77,93,76,AI,,2024-01-04 15:06:41
SCR013394,CALL013394,AGT003,63,65,71,60,83,49,65,AI,,2024-01-06 10:00:03
SCR013395,CALL013395,AGT024,87,58,63,79,63,45,65,AI,,2024-01-12 11:09:40
SCR013396,CALL013396,AGT028,74,56,67,47,61,46,58,AI,,2024-01-11 10:52:59
SCR013397,CALL013397,AGT020,89,74,60,53,80,72,71,supervisor,,2024-01-25 16:42:26
SCR013398,CALL013398,AGT012,22,21,38,28,40,22,28,AI,,2024-01-12 18:59:50
SCR013399,CALL013399,AGT001,85,68,76,81,94,70,79,supervisor,,2024-01-02 15:58:10
SCR013400,CALL013400,AGT021,79,75,81,76,76,65,75,AI,,2024-01-18 15:03:47
SCR013401,CALL013401,AGT026,87,77,81,67,73,79,77,AI,,2024-01-06 13:55:39
SCR013402,CALL013402,AGT010,81,90,74,96,69,89,83,AI,,2024-01-13 08:08:36
SCR013403,CALL013403,AGT026,70,89,67,89,84,70,78,AI,,2024-01-10 15:34:26
SCR013404,CALL013404,AGT027,52,38,27,75,74,36,50,AI,,2024-01-01 11:16:38
SCR013405,CALL013405,AGT028,55,79,81,63,47,89,69,AI,,2024-01-17 09:49:22
SCR013406,CALL013406,AGT012,50,27,66,68,46,57,52,supervisor,,2024-01-29 11:29:29
SCR013407,CALL013407,AGT007,53,77,56,70,71,60,64,AI,,2024-01-01 16:50:54
SCR013408,CALL013408,AGT022,85,71,74,58,56,78,70,supervisor,,2024-01-06 17:18:10
SCR013409,CALL013409,AGT016,54,69,60,74,90,69,69,supervisor,,2024-01-06 16:33:31
SCR013410,CALL013410,AGT024,46,77,77,73,45,66,64,AI,,2024-01-19 13:55:44
SCR013411,CALL013411,AGT017,49,56,78,73,53,69,63,AI,,2024-01-13 08:30:40
SCR013412,CALL013412,AGT025,59,54,71,63,68,65,63,supervisor,,2024-01-18 10:00:22
SCR013413,CALL013413,AGT026,96,65,94,91,71,75,82,AI,,2024-01-12 16:54:20
SCR013414,CALL013414,AGT024,83,59,62,81,51,46,63,supervisor,,2024-01-04 13:38:49
SCR013415,CALL013415,AGT022,87,55,67,77,52,74,68,AI,,2024-01-30 08:03:51
SCR013416,CALL013416,AGT021,88,74,80,66,91,90,81,AI,,2024-01-04 15:25:15
SCR013417,CALL013417,AGT002,25,57,69,29,28,32,40,AI,,2024-01-04 17:19:19
SCR013418,CALL013418,AGT029,51,75,72,79,81,89,74,AI,,2024-01-30 13:05:10
SCR013419,CALL013419,AGT022,52,51,61,81,66,70,63,supervisor,,2024-01-29 09:00:18
SCR013420,CALL013420,AGT018,68,97,99,69,65,95,82,supervisor,,2024-01-09 16:43:35
SCR013421,CALL013421,AGT004,70,75,97,69,82,72,77,AI,,2024-01-01 08:36:27
SCR013422,CALL013422,AGT014,66,55,69,61,63,50,60,AI,,2024-01-26 15:25:23
SCR013423,CALL013423,AGT030,71,48,61,60,62,74,62,supervisor,,2024-01-16 16:19:52
SCR013424,CALL013424,AGT013,50,53,58,40,51,75,54,supervisor,,2024-01-13 09:57:25
SCR013425,CALL013425,AGT006,36,20,57,21,69,29,38,supervisor,,2024-01-25 12:26:45
SCR013426,CALL013426,AGT014,63,49,55,50,82,85,64,AI,,2024-01-14 14:45:03
SCR013427,CALL013427,AGT016,74,59,83,64,64,88,72,AI,,2024-01-10 10:45:02
SCR013428,CALL013428,AGT028,81,67,78,52,51,48,62,supervisor,,2024-01-26 16:03:55
SCR013429,CALL013429,AGT020,47,65,67,68,67,67,63,AI,,2024-01-22 10:04:42
SCR013430,CALL013430,AGT010,88,84,96,67,94,95,87,supervisor,,2024-01-23 15:32:43
SCR013431,CALL013431,AGT001,89,88,99,75,79,84,85,AI,,2024-01-12 14:20:10
SCR013432,CALL013432,AGT012,35,45,59,36,71,24,45,supervisor,,2024-01-28 09:57:42
SCR013433,CALL013433,AGT004,98,98,84,90,83,93,91,supervisor,,2024-01-16 12:48:40
SCR013434,CALL013434,AGT024,47,45,71,78,75,64,63,AI,,2024-01-16 18:36:54
SCR013435,CALL013435,AGT010,97,77,72,71,88,98,83,AI,,2024-01-11 08:31:21
SCR013436,CALL013436,AGT022,49,48,84,63,69,62,62,supervisor,,2024-01-16 16:12:57
SCR013437,CALL013437,AGT022,55,75,61,52,59,66,61,supervisor,,2024-01-12 15:35:34
SCR013438,CALL013438,AGT009,67,70,70,67,49,76,66,AI,,2024-01-12 14:43:46
SCR013439,CALL013439,AGT015,84,86,76,91,85,77,83,supervisor,,2024-01-07 12:34:06
SCR013440,CALL013440,AGT025,76,66,75,48,54,90,68,supervisor,,2024-01-17 10:36:26
SCR013441,CALL013441,AGT012,40,61,24,47,35,57,44,AI,,2024-01-10 09:36:04
SCR013442,CALL013442,AGT009,56,69,74,55,45,62,60,supervisor,,2024-01-29 16:54:38
SCR013443,CALL013443,AGT005,20,58,21,47,37,34,36,supervisor,,2024-01-09 16:38:23
SCR013444,CALL013444,AGT011,56,83,45,45,62,58,58,AI,,2024-01-08 10:59:43
SCR013445,CALL013445,AGT022,73,89,70,86,64,64,74,supervisor,,2024-01-22 14:43:19
SCR013446,CALL013446,AGT022,75,82,45,54,69,51,62,supervisor,,2024-01-05 13:06:49
SCR013447,CALL013447,AGT016,65,51,51,77,62,83,64,supervisor,,2024-01-01 16:11:33
SCR013448,CALL013448,AGT017,51,83,87,71,55,82,71,supervisor,,2024-01-08 08:21:18
SCR013449,CALL013449,AGT012,28,56,65,49,69,63,55,AI,,2024-01-08 13:50:44
SCR013450,CALL013450,AGT023,65,91,100,98,85,96,89,supervisor,,2024-01-02 09:53:45
SCR013451,CALL013451,AGT030,46,61,56,51,69,66,58,supervisor,,2024-01-13 14:53:48
SCR013452,CALL013452,AGT013,59,75,53,60,30,30,51,AI,,2024-01-15 14:06:57
SCR013453,CALL013453,AGT007,88,53,57,55,54,53,60,AI,,2024-01-22 14:11:52
SCR013454,CALL013454,AGT025,60,61,88,69,53,52,63,AI,,2024-01-07 15:26:12
SCR013455,CALL013455,AGT014,85,85,49,52,82,83,72,supervisor,,2024-01-20 08:37:52
SCR013456,CALL013456,AGT010,94,89,74,80,75,80,82,supervisor,,2024-01-03 16:10:32
SCR013457,CALL013457,AGT009,84,61,69,69,56,85,70,AI,,2024-01-10 12:15:33
SCR013458,CALL013458,AGT011,68,67,76,49,55,85,66,supervisor,,2024-01-11 13:17:43
SCR013459,CALL013459,AGT008,84,61,82,68,85,84,77,AI,,2024-01-24 13:28:46
SCR013460,CALL013460,AGT022,49,60,46,48,70,88,60,AI,,2024-01-15 10:07:20
SCR013461,CALL013461,AGT014,56,90,71,68,88,51,70,supervisor,,2024-01-02 16:49:22
SCR013462,CALL013462,AGT010,97,88,73,87,85,79,84,AI,,2024-01-23 10:28:23
SCR013463,CALL013463,AGT021,95,93,88,74,85,76,85,supervisor,,2024-01-03 17:58:19
SCR013464,CALL013464,AGT020,61,48,73,90,53,72,66,AI,,2024-01-02 09:23:24
SCR013465,CALL013465,AGT013,58,38,43,56,68,32,49,supervisor,,2024-01-10 10:12:58
SCR013466,CALL013466,AGT029,75,73,68,86,86,82,78,supervisor,,2024-01-28 11:51:27
SCR013467,CALL013467,AGT012,50,44,58,68,30,75,54,AI,,2024-01-28 17:10:14
SCR013468,CALL013468,AGT025,48,85,70,72,65,57,66,AI,,2024-01-29 16:28:21
SCR013469,CALL013469,AGT016,45,64,84,48,85,64,65,supervisor,,2024-01-10 16:16:07
SCR013470,CALL013470,AGT016,46,77,88,85,58,60,69,AI,,2024-01-23 11:41:43
SCR013471,CALL013471,AGT029,87,80,59,55,89,90,76,supervisor,,2024-01-08 11:28:31
SCR013472,CALL013472,AGT013,35,33,25,64,73,47,46,AI,,2024-01-07 15:33:01
SCR013473,CALL013473,AGT011,67,54,70,51,85,79,67,AI,,2024-01-26 14:49:42
SCR013474,CALL013474,AGT020,84,65,90,87,76,75,79,supervisor,,2024-01-24 11:24:07
SCR013475,CALL013475,AGT006,34,23,46,42,52,20,36,AI,,2024-01-02 15:09:20
SCR013476,CALL013476,AGT003,49,76,53,86,72,62,66,AI,,2024-01-23 14:41:04
SCR013477,CALL013477,AGT011,59,49,52,69,62,47,56,supervisor,,2024-01-07 14:02:19
SCR013478,CALL013478,AGT024,62,84,83,85,46,63,70,supervisor,,2024-01-13 10:20:31
SCR013479,CALL013479,AGT017,84,48,76,70,89,79,74,supervisor,,2024-01-13 15:14:09
SCR013480,CALL013480,AGT024,67,80,56,62,76,57,66,AI,,2024-01-06 08:18:03
SCR013481,CALL013481,AGT013,52,71,20,60,61,24,48,AI,,2024-01-06 10:00:49
SCR013482,CALL013482,AGT002,35,56,20,33,71,37,42,supervisor,,2024-01-24 09:54:49
SCR013483,CALL013483,AGT016,86,71,61,62,52,66,66,supervisor,,2024-01-04 18:08:13
SCR013484,CALL013484,AGT004,93,80,82,76,98,75,84,AI,,2024-01-03 15:50:19
SCR013485,CALL013485,AGT013,75,74,37,62,38,74,60,AI,,2024-01-28 15:28:05
SCR013486,CALL013486,AGT001,98,74,72,99,80,77,83,AI,,2024-01-07 11:00:25
SCR013487,CALL013487,AGT027,67,35,39,29,54,29,42,supervisor,,2024-01-18 16:38:41
SCR013488,CALL013488,AGT008,90,83,87,60,69,61,75,supervisor,,2024-01-29 14:58:41
SCR013489,CALL013489,AGT009,65,81,71,63,49,52,63,supervisor,,2024-01-05 16:19:42
SCR013490,CALL013490,AGT024,46,81,57,51,68,57,60,supervisor,,2024-01-03 10:34:41
SCR013491,CALL013491,AGT012,45,69,46,55,41,56,52,AI,,2024-01-25 08:05:23
SCR013492,CALL013492,AGT005,26,50,70,75,68,39,54,AI,,2024-01-15 10:58:35
SCR013493,CALL013493,AGT014,67,65,60,52,89,78,68,supervisor,,2024-01-12 09:15:54
SCR013494,CALL013494,AGT008,90,47,52,62,63,54,61,AI,,2024-01-13 15:09:36
SCR013495,CALL013495,AGT005,68,28,72,43,59,68,56,AI,,2024-01-11 15:08:32
SCR013496,CALL013496,AGT020,59,51,66,70,55,77,63,supervisor,,2024-01-29 14:34:09
SCR013497,CALL013497,AGT015,68,76,84,74,85,73,76,supervisor,,2024-01-04 10:32:50
SCR013498,CALL013498,AGT016,60,73,64,63,48,80,64,AI,,2024-01-26 09:39:54
SCR013499,CALL013499,AGT020,76,46,56,79,52,57,61,AI,,2024-01-28 09:58:44
SCR013500,CALL013500,AGT007,68,70,57,88,90,74,74,supervisor,,2024-01-05 10:53:05
SCR013501,CALL013501,AGT023,95,83,79,89,83,89,86,supervisor,,2024-01-10 09:19:31
SCR013502,CALL013502,AGT013,34,46,58,72,37,22,44,supervisor,,2024-01-15 10:45:40
SCR013503,CALL013503,AGT010,95,71,79,75,69,96,80,supervisor,,2024-01-10 09:12:11
SCR013504,CALL013504,AGT023,80,85,95,83,75,72,81,supervisor,,2024-01-11 07:02:00
SCR013505,CALL013505,AGT012,26,75,43,36,58,57,49,supervisor,,2024-01-12 14:41:56
SCR013506,CALL013506,AGT020,87,71,60,62,47,64,65,AI,,2024-01-15 19:57:22
SCR013507,CALL013507,AGT011,84,65,87,46,87,88,76,AI,,2024-01-23 15:22:49
SCR013508,CALL013508,AGT018,78,81,82,69,90,87,81,AI,,2024-01-25 15:01:36
SCR013509,CALL013509,AGT026,79,68,77,94,72,75,77,supervisor,,2024-01-19 15:04:35
SCR013510,CALL013510,AGT014,67,62,63,84,54,74,67,AI,,2024-01-14 11:21:47
SCR013511,CALL013511,AGT027,27,40,72,41,27,51,43,AI,,2024-01-09 11:18:35
SCR013512,CALL013512,AGT010,75,67,96,89,98,92,86,AI,,2024-01-02 08:37:42
SCR013513,CALL013513,AGT014,83,45,90,52,81,55,67,AI,,2024-01-03 09:37:19
SCR013514,CALL013514,AGT017,53,89,68,53,66,81,68,AI,,2024-01-17 07:09:56
SCR013515,CALL013515,AGT013,23,36,67,44,45,56,45,AI,,2024-01-03 15:47:01
SCR013516,CALL013516,AGT028,89,45,55,70,81,61,66,AI,,2024-01-24 16:06:32
SCR013517,CALL013517,AGT030,60,81,45,79,46,88,66,AI,,2024-01-17 10:21:03
SCR013518,CALL013518,AGT004,83,72,70,100,70,76,78,supervisor,,2024-01-19 12:11:31
SCR013519,CALL013519,AGT020,59,47,78,55,70,72,63,AI,,2024-01-28 11:12:29
SCR013520,CALL013520,AGT009,61,76,78,83,85,81,77,AI,,2024-01-05 16:44:47
SCR013521,CALL013521,AGT001,91,90,79,89,81,94,87,AI,,2024-01-01 10:28:10
SCR013522,CALL013522,AGT011,78,59,62,46,53,59,59,AI,,2024-01-26 07:03:43
SCR013523,CALL013523,AGT026,67,85,68,89,70,90,78,supervisor,,2024-01-15 14:37:19
SCR013524,CALL013524,AGT013,56,50,49,40,24,69,48,AI,,2024-01-17 15:47:23
SCR013525,CALL013525,AGT003,86,72,88,53,81,56,72,supervisor,,2024-01-18 12:10:46
SCR013526,CALL013526,AGT009,75,82,56,77,53,52,65,supervisor,,2024-01-07 09:59:55
SCR013527,CALL013527,AGT008,69,84,47,88,75,79,73,supervisor,,2024-01-16 09:47:12
SCR013528,CALL013528,AGT025,45,83,64,53,76,59,63,supervisor,,2024-01-01 19:39:02
