TASK_ID,CALL_ID,DEALER_ID,AGENT_ID,CUSTOMER_ID,TASK_TYPE,PRIORITY,STATUS,DUE_DATE,COMPLETED_AT,NOTES,CREATED_AT
TSK06014,CALL001119,DLR003,AGT008,CUS01678,confirm_appointment,high,pending,2024-02-04,2024-02-04,,2024-02-03
TSK06015,CALL001206,DLR002,AGT029,CUS00353,schedule_appointment,medium,pending,2024-01-20,,,2024-01-17
TSK06016,,DLR005,AGT005,CUS00321,update_contact,medium,completed,2024-01-03,2024-01-03,,2023-12-30
TSK06017,CALL011777,DLR004,AGT023,CUS01047,follow_up_call,low,in_progress,2024-01-21,2024-01-21,,2024-01-18
TSK06018,CALL007316,DLR004,AGT018,CUS01874,update_contact,high,completed,2024-01-07,,,2024-01-07
TSK06019,CALL011336,DLR005,AGT020,CUS01873,send_recall_info,medium,pending,2024-01-02,,,2023-12-28
TSK06020,CALL002278,DLR002,AGT012,CUS01649,send_survey,high,pending,2024-02-06,,,2024-02-06
TSK06021,CALL014864,DLR002,AGT016,CUS01829,schedule_appointment,high,in_progress,2024-01-24,,,2024-01-19
TSK06022,CALL001347,DLR002,AGT004,CUS01090,send_coupon,medium,in_progress,2024-01-11,2024-01-11,,2024-01-11
TSK06023,,DLR001,AGT030,CUS00208,escalate_complaint,low,completed,2024-01-18,,,2024-01-18
TSK06024,CALL004740,DLR005,AGT020,CUS00964,confirm_appointment,high,completed,2024-01-17,,,2024-01-13
TSK06025,CALL006920,DLR005,AGT017,CUS01415,follow_up_call,low,completed,2024-01-09,,,2024-01-05
TSK06026,,DLR003,AGT016,CUS00671,confirm_appointment,low,completed,2024-01-27,,,2024-01-24
TSK06027,,DLR005,AGT020,CUS00996,send_coupon,low,in_progress,2024-01-28,,,2024-01-27
TSK06028,,DLR002,AGT012,CUS00339,confirm_appointment,low,in_progress,2024-01-29,,,2024-01-29
TSK06029,CALL000201,DLR001,AGT022,CUS01134,confirm_appointment,medium,cancelled,2024-01-18,,,2024-01-17
TSK06030,,DLR005,AGT003,CUS00750,update_contact,high,pending,2024-01-08,,,2024-01-04
TSK06031,CALL007051,DLR004,AGT025,CUS01564,follow_up_call,low,completed,2024-01-15,,,2024-01-12
TSK06032,CALL012937,DLR002,AGT013,CUS01256,update_contact,low,in_progress,2024-01-11,2024-01-11,,2024-01-06
TSK06033,CALL014001,DLR003,AGT024,CUS01634,send_coupon,medium,completed,2024-02-03,2024-02-03,,2024-01-31
TSK06034,CALL004533,DLR003,AGT013,CUS01208,follow_up_call,high,pending,2024-01-14,,,2024-01-09
TSK06035,,DLR003,AGT011,CUS00543,send_survey,medium,pending,2024-01-26,,,2024-01-23
TSK06036,,DLR005,AGT016,CUS00652,schedule_appointment,medium,pending,2024-01-22,2024-01-22,,2024-01-17
TSK06037,CALL003951,DLR005,AGT030,CUS01412,confirm_appointment,low,completed,2024-01-25,2024-01-25,,2024-01-23
TSK06038,,DLR005,AGT001,CUS00760,follow_up_call,low,in_progress,2024-01-14,,,2024-01-10
TSK06039,CALL013034,DLR005,AGT024,CUS00171,confirm_appointment,medium,cancelled,2024-01-16,,,2024-01-14
TSK06040,CALL013874,DLR005,AGT023,CUS00943,schedule_appointment,high,pending,2024-01-19,,,2024-01-18
TSK06041,CALL012798,DLR005,AGT022,CUS01830,schedule_appointment,low,completed,2024-01-06,,,2024-01-06
TSK06042,CALL006251,DLR004,AGT027,CUS00722,follow_up_call,low,completed,2024-01-08,,,2024-01-05
TSK06043,CALL004355,DLR002,AGT023,CUS01641,schedule_appointment,low,completed,2024-01-14,,,2024-01-14
TSK06044,CALL002424,DLR004,AGT002,CUS00346,send_survey,medium,pending,2024-01-07,2024-01-07,,2024-01-07
TSK06045,,DLR002,AGT030,CUS01241,update_contact,medium,completed,2024-01-03,,,2024-01-02
TSK06046,CALL002231,DLR003,AGT019,CUS00727,follow_up_call,medium,completed,2024-01-06,,,2024-01-03
TSK06047,CALL005131,DLR002,AGT010,CUS01348,send_coupon,medium,completed,2024-01-25,2024-01-25,,2024-01-25
TSK06048,CALL010461,DLR001,AGT024,CUS00259,follow_up_call,low,completed,2024-01-22,2024-01-22,,2024-01-17
TSK06049,CALL004122,DLR004,AGT005,CUS01877,schedule_appointment,low,pending,2024-01-28,2024-01-28,,2024-01-26
TSK06050,CALL006861,DLR004,AGT010,CUS01782,send_recall_info,high,completed,2024-02-07,,,2024-02-07
TSK06051,,DLR001,AGT015,CUS00853,send_survey,medium,in_progress,2024-02-04,2024-02-04,,2024-02-03
TSK06052,CALL004897,DLR004,AGT028,CUS01079,schedule_appointment,high,pending,2024-02-05,2024-02-05,,2024-02-05
TSK06053,CALL013642,DLR002,AGT005,CUS01994,escalate_complaint,high,completed,2024-01-11,,,2024-01-09
TSK06054,CALL002357,DLR002,AGT020,CUS00787,update_contact,high,completed,2024-01-17,,,2024-01-16
TSK06055,,DLR001,AGT030,CUS00267,update_contact,high,completed,2024-01-24,2024-01-24,,2024-01-22
TSK06056,CALL008339,DLR001,AGT024,CUS00023,update_contact,medium,pending,2024-01-10,2024-01-10,,2024-01-06
TSK06057,CALL011308,DLR004,AGT003,CUS00700,follow_up_call,medium,pending,2024-01-03,,,2023-12-30
TSK06058,CALL008982,DLR004,AGT024,CUS01337,send_survey,medium,in_progress,2024-02-07,2024-02-07,,2024-02-05
TSK06059,CALL014665,DLR002,AGT010,CUS01242,schedule_appointment,high,pending,2024-01-22,2024-01-22,,2024-01-18
TSK06060,CALL003344,DLR002,AGT022,CUS01278,update_contact,high,cancelled,2024-01-14,,,2024-01-10
TSK06061,,DLR001,AGT018,CUS00640,send_survey,medium,in_progress,2024-01-08,2024-01-08,,2024-01-03
TSK06062,CALL010380,DLR002,AGT004,CUS01940,confirm_appointment,medium,completed,2024-01-29,,,2024-01-29
TSK06063,CALL001848,DLR003,AGT013,CUS01283,update_contact,medium,in_progress,2024-02-01,,,2024-01-28
TSK06064,,DLR004,AGT022,CUS01753,schedule_appointment,low,cancelled,2024-01-18,,,2024-01-15
TSK06065,CALL009663,DLR005,AGT027,CUS00585,confirm_appointment,low,pending,2024-01-06,,,2024-01-06
TSK06066,,DLR003,AGT028,CUS01418,send_survey,high,completed,2024-01-06,2024-01-06,,2024-01-05
TSK06067,,DLR001,AGT015,CUS00646,follow_up_call,medium,pending,2024-01-02,,,2023-12-28
TSK06068,,DLR003,AGT016,CUS00852,confirm_appointment,medium,pending,2024-01-27,,,2024-01-25
TSK06069,CALL000296,DLR001,AGT001,CUS00260,send_recall_info,medium,cancelled,2024-01-01,2024-01-01,,2024-01-01
TSK06070,CALL011576,DLR001,AGT004,CUS01070,update_contact,low,completed,2024-01-07,,,2024-01-06
TSK06071,CALL013487,DLR002,AGT015,CUS01439,send_coupon,medium,in_progress,2024-01-22,2024-01-22,,2024-01-20
TSK06072,CALL008148,DLR001,AGT013,CUS00467,follow_up_call,low,pending,2024-02-01,2024-02-01,,2024-01-29
TSK06073,CALL000724,DLR004,AGT015,CUS00312,schedule_appointment,low,pending,2024-01-03,2024-01-03,,2024-01-01
TSK06074,CALL000104,DLR003,AGT013,CUS00541,confirm_appointment,medium,pending,2024-01-01,,,2023-12-31
TSK06075,CALL001628,DLR004,AGT003,CUS01960,update_contact,medium,completed,2024-01-17,2024-01-17,,2024-01-14
TSK06076,CALL005895,DLR001,AGT029,CUS01872,send_survey,medium,pending,2024-01-14,,,2024-01-09
TSK06077,CALL014171,DLR003,AGT007,CUS01157,confirm_appointment,medium,completed,2024-01-21,,,2024-01-21
TSK06078,CALL014299,DLR005,AGT020,CUS00325,send_survey,medium,in_progress,2024-01-27,2024-01-27,,2024-01-26
TSK06079,CALL014083,DLR005,AGT005,CUS00859,confirm_appointment,medium,completed,2024-01-01,2024-01-01,,2023-12-30
TSK06080,,DLR005,AGT005,CUS01325,escalate_complaint,high,pending,2024-01-14,,,2024-01-12
TSK06081,CALL007489,DLR001,AGT029,CUS00913,escalate_complaint,medium,cancelled,2024-01-15,2024-01-15,,2024-01-13
TSK06082,CALL013098,DLR004,AGT009,CUS01377,confirm_appointment,low,pending,2024-01-26,,,2024-01-22
TSK06083,CALL005261,DLR005,AGT003,CUS00187,send_recall_info,low,completed,2024-01-23,2024-01-23,,2024-01-22
TSK06084,CALL000594,DLR001,AGT002,CUS01169,escalate_complaint,medium,cancelled,2024-02-06,,,2024-02-01
TSK06085,,DLR004,AGT011,CUS01560,send_recall_info,medium,pending,2024-01-25,,,2024-01-20
TSK06086,CALL009243,DLR003,AGT007,CUS01480,send_coupon,low,completed,2024-01-19,2024-01-19,,2024-01-17
TSK06087,CALL004288,DLR005,AGT025,CUS00964,escalate_complaint,low,pending,2024-01-31,2024-01-31,,2024-01-26
TSK06088,CALL012399,DLR002,AGT011,CUS00456,send_coupon,low,pending,2024-01-29,2024-01-29,,2024-01-27
TSK06089,CALL006325,DLR002,AGT021,CUS01303,schedule_appointment,medium,pending,2024-01-28,2024-01-28,,2024-01-23
TSK06090,CALL002813,DLR001,AGT027,CUS00700,schedule_appointment,high,pending,2024-01-05,2024-01-05,,2024-01-04
TSK06091,CALL004841,DLR004,AGT027,CUS01293,send_survey,high,completed,2024-01-08,,,2024-01-07
TSK06092,,DLR002,AGT030,CUS00397,send_coupon,low,pending,2024-01-18,2024-01-18,,2024-01-15
TSK06093,CALL005080,DLR005,AGT015,CUS01966,send_coupon,medium,completed,2024-01-16,,,2024-01-11
TSK06094,CALL001053,DLR003,AGT011,CUS00110,confirm_appointment,medium,completed,2024-01-30,2024-01-30,,2024-01-26
TSK06095,CALL001995,DLR001,AGT021,CUS01581,send_recall_info,high,completed,2024-01-21,,,2024-01-19
TSK06096,CALL001935,DLR002,AGT003,CUS00366,send_recall_info,medium,completed,2024-01-24,,,2024-01-21
TSK06097,,DLR001,AGT024,CUS01058,send_coupon,medium,completed,2024-01-08,,,2024-01-07
TSK06098,CALL006868,DLR004,AGT019,CUS01079,escalate_complaint,low,completed,2024-01-24,,,2024-01-19
TSK06099,,DLR004,AGT007,CUS01001,send_coupon,high,pending,2024-01-19,,,2024-01-19
TSK06100,CALL006734,DLR001,AGT014,CUS00987,escalate_complaint,low,cancelled,2024-02-01,2024-02-01,,2024-01-29
TSK06101,CALL003737,DLR003,AGT024,CUS00290,send_recall_info,medium,pending,2024-01-06,,,2024-01-04
TSK06102,CALL000518,DLR001,AGT011,CUS01485,send_survey,high,in_progress,2024-01-05,,,2024-01-05
TSK06103,CALL000398,DLR001,AGT021,CUS00900,send_recall_info,medium,pending,2024-01-28,,,2024-01-27
TSK06104,,DLR003,AGT018,CUS01452,follow_up_call,low,completed,2024-01-19,2024-01-19,,2024-01-19
TSK06105,CALL006254,DLR004,AGT016,CUS01725,send_recall_info,low,pending,2024-01-28,2024-01-28,,2024-01-28
TSK06106,CALL005086,DLR004,AGT030,CUS00823,send_recall_info,medium,completed,2024-01-22,,,2024-01-19
TSK06107,,DLR001,AGT019,CUS00369,schedule_appointment,low,pending,2024-01-25,2024-01-25,,2024-01-25
TSK06108,CALL000429,DLR002,AGT027,CUS00153,update_contact,high,in_progress,2024-01-03,2024-01-03,,2024-01-02
TSK06109,CALL000532,DLR004,AGT011,CUS00008,follow_up_call,medium,pending,2024-01-27,,,2024-01-23
TSK06110,CALL002527,DLR001,AGT002,CUS00383,follow_up_call,medium,cancelled,2024-01-20,,,2024-01-16
TSK06111,CALL005023,DLR004,AGT004,CUS00241,send_survey,high,completed,2024-01-09,,,2024-01-05
TSK06112,CALL009867,DLR001,AGT011,CUS01136,escalate_complaint,medium,pending,2024-01-28,2024-01-28,,2024-01-27
TSK06113,,DLR005,AGT009,CUS01429,schedule_appointment,low,in_progress,2024-02-03,,,2024-01-29
TSK06114,CALL006641,DLR003,AGT018,CUS01030,send_survey,medium,pending,2024-02-01,,,2024-02-01
TSK06115,CALL002506,DLR005,AGT005,CUS01518,follow_up_call,low,completed,2024-01-27,,,2024-01-26
TSK06116,CALL011446,DLR004,AGT003,CUS00276,send_survey,high,completed,2024-02-04,2024-02-04,,2024-01-30
TSK06117,CALL014553,DLR005,AGT003,CUS00275,send_coupon,low,in_progress,2024-02-07,2024-02-07,,2024-02-06
TSK06118,CALL008150,DLR005,AGT016,CUS01295,schedule_appointment,high,in_progress,2024-01-14,,,2024-01-14
TSK06119,,DLR005,AGT017,CUS01315,send_coupon,high,pending,2024-02-03,2024-02-03,,2024-01-31
TSK06120,CALL008236,DLR001,AGT029,CUS00044,update_contact,medium,completed,2024-01-29,,,2024-01-29
TSK06121,CALL009437,DLR004,AGT003,CUS01345,update_contact,medium,in_progress,2024-02-06,2024-02-06,,2024-02-01
TSK06122,CALL005552,DLR004,AGT001,CUS01030,send_recall_info,medium,completed,2024-01-27,,,2024-01-24
TSK06123,CALL006163,DLR001,AGT009,CUS01058,send_recall_info,medium,completed,2024-01-25,2024-01-25,,2024-01-23
TSK06124,CALL006224,DLR001,AGT003,CUS01094,send_coupon,low,in_progress,2024-02-05,,,2024-02-02
TSK06125,CALL013732,DLR002,AGT002,CUS01628,send_survey,medium,cancelled,2024-01-27,,,2024-01-24
TSK06126,,DLR001,AGT028,CUS00110,follow_up_call,low,completed,2024-01-08,,,2024-01-08
TSK06127,CALL001086,DLR003,AGT004,CUS01500,send_recall_info,low,pending,2024-01-19,2024-01-19,,2024-01-16
TSK06128,CALL013243,DLR002,AGT012,CUS01485,schedule_appointment,medium,in_progress,2024-01-09,2024-01-09,,2024-01-07
TSK06129,CALL011020,DLR001,AGT017,CUS01861,escalate_complaint,medium,cancelled,2024-01-03,,,2023-12-31
TSK06130,CALL012571,DLR001,AGT005,CUS00334,escalate_complaint,low,in_progress,2024-01-14,,,2024-01-09
TSK06131,CALL013739,DLR001,AGT011,CUS01551,confirm_appointment,low,pending,2024-02-03,2024-02-03,,2024-02-02
TSK06132,CALL009720,DLR002,AGT003,CUS00054,send_coupon,medium,pending,2024-01-22,,,2024-01-21
TSK06133,CALL007271,DLR002,AGT018,CUS00401,update_contact,low,in_progress,2024-01-23,,,2024-01-21
TSK06134,CALL011091,DLR004,AGT026,CUS01066,send_coupon,medium,in_progress,2024-01-22,2024-01-22,,2024-01-22
TSK06135,CALL002535,DLR003,AGT018,CUS00108,update_contact,high,in_progress,2024-01-07,,,2024-01-03
TSK06136,CALL005558,DLR002,AGT014,CUS00252,escalate_complaint,low,pending,2024-01-10,,,2024-01-10
TSK06137,CALL002461,DLR002,AGT015,CUS01920,schedule_appointment,medium,completed,2024-01-06,2024-01-06,,2024-01-02
TSK06138,CALL012392,DLR004,AGT007,CUS01408,update_contact,medium,pending,2024-01-22,2024-01-22,,2024-01-19
TSK06139,CALL012791,DLR001,AGT012,CUS00491,send_survey,low,in_progress,2024-01-26,,,2024-01-24
TSK06140,CALL009654,DLR003,AGT004,CUS00394,send_recall_info,medium,completed,2024-01-01,,,2023-12-27
TSK06141,CALL006953,DLR002,AGT009,CUS00249,send_coupon,medium,completed,2024-01-12,2024-01-12,,2024-01-09
TSK06142,CALL007973,DLR002,AGT027,CUS00883,escalate_complaint,medium,completed,2024-01-17,,,2024-01-14
TSK06143,CALL006862,DLR003,AGT014,CUS01000,confirm_appointment,medium,pending,2024-01-21,,,2024-01-19
TSK06144,CALL005444,DLR003,AGT025,CUS00521,update_contact,high,completed,2024-02-01,2024-02-01,,2024-01-30
TSK06145,CALL014802,DLR003,AGT028,CUS00343,send_survey,medium,completed,2024-01-23,2024-01-23,,2024-01-21
TSK06146,,DLR001,AGT029,CUS00345,update_contact,medium,completed,2024-02-06,,,2024-02-01
TSK06147,CALL003636,DLR001,AGT016,CUS01970,follow_up_call,low,cancelled,2024-02-05,,,2024-01-31
TSK06148,CALL010718,DLR003,AGT012,CUS01803,schedule_appointment,medium,pending,2024-01-22,,,2024-01-22
TSK06149,CALL014637,DLR002,AGT004,CUS00052,send_coupon,medium,completed,2024-01-19,2024-01-19,,2024-01-15
TSK06150,,DLR005,AGT005,CUS00814,update_contact,low,completed,2024-01-22,2024-01-22,,2024-01-18
TSK06151,CALL012348,DLR005,AGT026,CUS01560,schedule_appointment,low,completed,2024-02-01,,,2024-01-27
TSK06152,CALL011457,DLR004,AGT016,CUS01711,confirm_appointment,medium,completed,2024-01-19,,,2024-01-18
TSK06153,,DLR001,AGT004,CUS00967,update_contact,medium,in_progress,2024-01-25,2024-01-25,,2024-01-23
TSK06154,CALL000632,DLR001,AGT001,CUS00265,send_survey,medium,pending,2024-01-19,,,2024-01-18
TSK06155,CALL000661,DLR002,AGT029,CUS01472,confirm_appointment,high,pending,2024-01-06,2024-01-06,,2024-01-04
TSK06156,CALL011601,DLR002,AGT008,CUS01951,send_coupon,low,in_progress,2024-02-07,,,2024-02-03
TSK06157,CALL013010,DLR002,AGT020,CUS00985,update_contact,high,completed,2024-01-07,2024-01-07,,2024-01-04
TSK06158,,DLR001,AGT021,CUS01569,follow_up_call,low,in_progress,2024-01-26,,,2024-01-22
TSK06159,CALL010692,DLR003,AGT012,CUS01920,send_survey,low,pending,2024-01-05,2024-01-05,,2024-01-02
TSK06160,,DLR002,AGT026,CUS00833,send_coupon,medium,completed,2024-01-24,2024-01-24,,2024-01-24
TSK06161,,DLR004,AGT021,CUS00584,schedule_appointment,low,in_progress,2024-01-22,2024-01-22,,2024-01-21
TSK06162,,DLR004,AGT017,CUS00630,escalate_complaint,high,pending,2024-01-05,2024-01-05,,2024-01-04
TSK06163,CALL014662,DLR005,AGT012,CUS00766,send_recall_info,high,in_progress,2024-01-22,,,2024-01-18
TSK06164,CALL012010,DLR003,AGT007,CUS00595,send_survey,medium,completed,2024-02-02,2024-02-02,,2024-01-29
TSK06165,CALL001588,DLR001,AGT021,CUS00493,send_coupon,medium,cancelled,2024-01-06,,,2024-01-05
TSK06166,CALL003830,DLR001,AGT009,CUS00655,escalate_complaint,medium,completed,2024-01-04,2024-01-04,,2023-12-30
TSK06167,CALL011169,DLR001,AGT004,CUS00622,schedule_appointment,high,pending,2024-01-08,2024-01-08,,2024-01-08
TSK06168,,DLR002,AGT015,CUS00295,escalate_complaint,medium,completed,2024-01-08,,,2024-01-07
TSK06169,CALL010821,DLR005,AGT022,CUS00547,escalate_complaint,low,in_progress,2024-02-02,2024-02-02,,2024-02-01
TSK06170,CALL000115,DLR001,AGT008,CUS01230,send_coupon,medium,cancelled,2024-01-05,2024-01-05,,2023-12-31
TSK06171,CALL000679,DLR003,AGT011,CUS01530,confirm_appointment,high,completed,2024-01-15,,,2024-01-15
TSK06172,CALL007509,DLR001,AGT027,CUS00077,update_contact,medium,completed,2024-01-26,,,2024-01-25
TSK06173,CALL014323,DLR005,AGT021,CUS00853,schedule_appointment,high,completed,2024-01-04,2024-01-04,,2024-01-04
TSK06174,CALL010004,DLR004,AGT013,CUS01575,follow_up_call,medium,pending,2024-01-02,,,2024-01-01
TSK06175,CALL008097,DLR002,AGT003,CUS00796,send_coupon,medium,cancelled,2024-02-01,2024-02-01,,2024-01-29
TSK06176,CALL007859,DLR002,AGT023,CUS01049,send_coupon,high,cancelled,2024-01-31,2024-01-31,,2024-01-29
TSK06177,,DLR002,AGT017,CUS01722,confirm_appointment,high,completed,2024-01-29,,,2024-01-24
TSK06178,CALL003218,DLR004,AGT007,CUS00829,update_contact,medium,pending,2024-01-29,,,2024-01-28
TSK06179,CALL006389,DLR001,AGT027,CUS00037,confirm_appointment,high,in_progress,2024-01-13,2024-01-13,,2024-01-08
TSK06180,,DLR002,AGT025,CUS01983,send_recall_info,medium,completed,2024-01-01,,,2023-12-28
TSK06181,CALL008512,DLR002,AGT014,CUS00838,confirm_appointment,low,in_progress,2024-01-17,2024-01-17,,2024-01-17
TSK06182,CALL004390,DLR004,AGT021,CUS01915,update_contact,medium,cancelled,2024-01-22,,,2024-01-21
TSK06183,CALL004923,DLR004,AGT020,CUS00504,send_recall_info,medium,in_progress,2024-02-06,,,2024-02-01
TSK06184,CALL004150,DLR002,AGT021,CUS01369,escalate_complaint,high,in_progress,2024-01-12,,,2024-01-11
TSK06185,CALL014690,DLR005,AGT005,CUS01373,confirm_appointment,high,in_progress,2024-01-20,,,2024-01-19
TSK06186,CALL008559,DLR005,AGT005,CUS01863,send_survey,medium,pending,2024-01-19,2024-01-19,,2024-01-17
TSK06187,CALL005133,DLR003,AGT003,CUS00820,follow_up_call,medium,pending,2024-01-18,2024-01-18,,2024-01-17
TSK06188,CALL012017,DLR001,AGT004,CUS01380,send_coupon,medium,completed,2024-02-01,,,2024-01-30
TSK06189,,DLR003,AGT007,CUS01109,schedule_appointment,high,completed,2024-01-09,,,2024-01-08
TSK06190,CALL007153,DLR005,AGT021,CUS00508,schedule_appointment,medium,pending,2024-01-26,2024-01-26,,2024-01-24
TSK06191,CALL009348,DLR005,AGT024,CUS00240,escalate_complaint,medium,in_progress,2024-01-15,,,2024-01-11
TSK06192,,DLR005,AGT021,CUS01747,follow_up_call,medium,pending,2024-01-14,2024-01-14,,2024-01-14
TSK06193,,DLR005,AGT007,CUS00360,update_contact,medium,pending,2024-01-25,,,2024-01-22
TSK06194,CALL005953,DLR005,AGT025,CUS00989,escalate_complaint,high,completed,2024-01-13,,,2024-01-08
TSK06195,CALL002289,DLR001,AGT021,CUS01760,escalate_complaint,medium,cancelled,2024-01-01,,,2023-12-31
TSK06196,CALL013534,DLR005,AGT023,CUS01816,send_recall_info,high,cancelled,2024-01-19,2024-01-19,,2024-01-17
TSK06197,CALL000046,DLR004,AGT023,CUS01377,confirm_appointment,medium,pending,2024-01-08,,,2024-01-07
TSK06198,CALL006028,DLR001,AGT017,CUS01576,update_contact,high,cancelled,2024-01-25,,,2024-01-25
TSK06199,CALL002939,DLR003,AGT015,CUS01313,follow_up_call,medium,pending,2024-02-03,,,2024-01-31
TSK06200,CALL000053,DLR005,AGT012,CUS00675,schedule_appointment,medium,pending,2024-01-28,,,2024-01-28
TSK06201,,DLR001,AGT009,CUS01522,update_contact,low,in_progress,2024-01-18,,,2024-01-16
TSK06202,,DLR002,AGT016,CUS01385,follow_up_call,medium,in_progress,2024-01-15,2024-01-15,,2024-01-14
TSK06203,CALL009389,DLR003,AGT018,CUS01786,follow_up_call,high,pending,2024-01-18,,,2024-01-13
TSK06204,CALL005291,DLR003,AGT002,CUS01338,send_recall_info,medium,in_progress,2024-01-11,,,2024-01-06
TSK06205,CALL002751,DLR005,AGT003,CUS00241,send_coupon,high,completed,2024-02-03,2024-02-03,,2024-02-03
TSK06206,CALL014707,DLR004,AGT027,CUS00564,schedule_appointment,high,in_progress,2024-01-17,,,2024-01-12
TSK06207,CALL004317,DLR001,AGT025,CUS00822,send_survey,medium,completed,2024-01-22,2024-01-22,,2024-01-18
TSK06208,,DLR004,AGT010,CUS01007,send_recall_info,medium,completed,2024-01-13,,,2024-01-11
TSK06209,CALL001359,DLR002,AGT027,CUS01087,send_recall_info,high,completed,2024-01-28,,,2024-01-23
TSK06210,CALL011982,DLR004,AGT030,CUS01342,update_contact,low,in_progress,2024-01-06,,,2024-01-03
TSK06211,CALL002053,DLR001,AGT014,CUS01570,send_coupon,medium,pending,2024-01-19,,,2024-01-19
TSK06212,CALL008674,DLR005,AGT004,CUS00112,schedule_appointment,low,completed,2024-01-25,2024-01-25,,2024-01-25
TSK06213,,DLR002,AGT004,CUS01883,send_survey,low,completed,2024-01-26,,,2024-01-25
TSK06214,CALL013906,DLR002,AGT027,CUS01627,escalate_complaint,medium,cancelled,2024-02-03,2024-02-03,,2024-02-03
TSK06215,,DLR001,AGT025,CUS00315,confirm_appointment,low,completed,2024-01-10,,,2024-01-10
TSK06216,CALL013083,DLR005,AGT006,CUS01227,send_survey,low,pending,2024-01-17,2024-01-17,,2024-01-14
TSK06217,CALL007484,DLR003,AGT003,CUS00239,confirm_appointment,medium,pending,2024-01-19,2024-01-19,,2024-01-16
TSK06218,CALL009525,DLR005,AGT019,CUS00219,send_survey,medium,completed,2024-01-23,,,2024-01-18
TSK06219,CALL010845,DLR005,AGT007,CUS01407,send_survey,medium,pending,2024-01-29,,,2024-01-27
TSK06220,,DLR002,AGT025,CUS01177,update_contact,medium,completed,2024-01-21,,,2024-01-20
TSK06221,CALL010041,DLR001,AGT024,CUS00650,follow_up_call,high,in_progress,2024-02-02,,,2024-02-02
TSK06222,,DLR004,AGT020,CUS01763,confirm_appointment,medium,completed,2024-01-22,,,2024-01-17
TSK06223,,DLR001,AGT015,CUS00587,confirm_appointment,medium,completed,2024-01-12,2024-01-12,,2024-01-08
TSK06224,CALL006355,DLR001,AGT021,CUS00631,send_coupon,low,pending,2024-01-02,2024-01-02,,2024-01-01
TSK06225,CALL001970,DLR002,AGT025,CUS01590,send_survey,high,pending,2024-01-09,,,2024-01-05
TSK06226,CALL000285,DLR004,AGT003,CUS00539,confirm_appointment,low,in_progress,2024-01-07,,,2024-01-03
TSK06227,CALL013857,DLR002,AGT030,CUS01343,send_coupon,low,completed,2024-01-25,,,2024-01-20
TSK06228,CALL003699,DLR003,AGT006,CUS01426,send_coupon,low,pending,2024-01-23,,,2024-01-22
TSK06229,,DLR004,AGT006,CUS00520,schedule_appointment,low,completed,2024-01-11,,,2024-01-07
TSK06230,,DLR002,AGT027,CUS00466,send_coupon,medium,completed,2024-01-17,,,2024-01-17
TSK06231,CALL012497,DLR002,AGT003,CUS01456,send_coupon,medium,pending,2024-01-02,2024-01-02,,2023-12-29
TSK06232,CALL013574,DLR001,AGT007,CUS00911,escalate_complaint,low,pending,2024-01-17,,,2024-01-17
TSK06233,CALL008236,DLR005,AGT009,CUS01008,escalate_complaint,high,completed,2024-02-07,2024-02-07,,2024-02-05
TSK06234,CALL002870,DLR005,AGT005,CUS00838,send_recall_info,low,in_progress,2024-01-29,,,2024-01-26
TSK06235,CALL005758,DLR003,AGT007,CUS01562,send_coupon,low,pending,2024-01-12,2024-01-12,,2024-01-12
TSK06236,CALL012424,DLR005,AGT020,CUS00099,follow_up_call,low,completed,2024-02-04,,,2024-01-30
TSK06237,CALL000878,DLR003,AGT024,CUS01534,confirm_appointment,medium,pending,2024-01-11,,,2024-01-07
TSK06238,CALL003137,DLR002,AGT029,CUS00827,send_recall_info,high,cancelled,2024-01-26,,,2024-01-25
TSK06239,CALL014493,DLR001,AGT012,CUS00992,escalate_complaint,low,completed,2024-01-05,,,2023-12-31
TSK06240,,DLR001,AGT015,CUS01610,confirm_appointment,high,pending,2024-01-18,,,2024-01-15
TSK06241,CALL012276,DLR004,AGT028,CUS00283,schedule_appointment,medium,pending,2024-01-11,2024-01-11,,2024-01-06
TSK06242,CALL008661,DLR001,AGT005,CUS00095,update_contact,low,completed,2024-02-07,,,2024-02-02
TSK06243,CALL008896,DLR003,AGT018,CUS01979,send_coupon,low,pending,2024-01-25,2024-01-25,,2024-01-22
TSK06244,CALL014624,DLR002,AGT028,CUS01352,send_coupon,medium,in_progress,2024-01-11,2024-01-11,,2024-01-10
TSK06245,CALL011176,DLR004,AGT022,CUS01686,escalate_complaint,low,cancelled,2024-01-23,,,2024-01-19
TSK06246,CALL004128,DLR005,AGT003,CUS01371,update_contact,medium,cancelled,2024-01-29,2024-01-29,,2024-01-25
TSK06247,CALL004305,DLR003,AGT007,CUS01191,send_recall_info,medium,completed,2024-01-27,2024-01-27,,2024-01-22
TSK06248,,DLR002,AGT022,CUS00231,confirm_appointment,medium,pending,2024-01-26,2024-01-26,,2024-01-25
TSK06249,,DLR001,AGT025,CUS00829,schedule_appointment,medium,completed,2024-02-02,,,2024-01-29
TSK06250,CALL009488,DLR003,AGT012,CUS00778,escalate_complaint,medium,completed,2024-01-15,,,2024-01-14
TSK06251,CALL002006,DLR002,AGT028,CUS01671,update_contact,medium,completed,2024-01-26,2024-01-26,,2024-01-22
TSK06252,,DLR005,AGT010,CUS01342,confirm_appointment,medium,in_progress,2024-02-03,,,2024-02-02
